dataset_id,source_file,entry_id,method,resolution_angstrom,em_resolution_angstrom,wilson_b_estimate,b_factor_type,rfree,rfactor,deposited_atoms
rcsb::8Q62,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8Q62,ELECTRON MICROSCOPY,3.72,3.72,,,,,115764
rcsb::9GMY,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9GMY,X-RAY DIFFRACTION,1.97,,39.724,,0.1958,,18956
rcsb::9GNU,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9GNU,X-RAY DIFFRACTION,2.2,,43.522,FULL,0.2068,0.1645,18510
rcsb::9O6I,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9O6I,X-RAY DIFFRACTION,2.51,,51.966,FULL,0.2435,0.2108,14453
rcsb::2E4H,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2E4H,SOLUTION NMR,,,,,,,633
rcsb::2LL2,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2LL2,SOLUTION NMR,,,,,,,191
rcsb::3RIP,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3RIP,X-RAY DIFFRACTION,2.3,,49.409,,0.236,,4843
rcsb::4DUI,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4DUI,X-RAY DIFFRACTION,1.16,,10.114,FULL,0.1442,0.1175,1501
rcsb::7L05,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7L05,X-RAY DIFFRACTION,2.21,,29.403,FULL,0.2172,0.1895,18587
rcsb::3MXZ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3MXZ,X-RAY DIFFRACTION,1.599,,16.008,,0.1982,,1008
rcsb::5H7O,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5H7O,X-RAY DIFFRACTION,2.8,,48.864,FULL,0.2547,0.2159,17517
rcsb::5JCO,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5JCO,ELECTRON MICROSCOPY,4.0,4.0,,,,,40512
rcsb::5NQT,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5NQT,X-RAY DIFFRACTION,2.15,,55.498,FULL,0.2286,0.1849,8022
rcsb::5XLT,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5XLT,X-RAY DIFFRACTION,2.813,,49.561,FULL,0.25,0.2094,17615
rcsb::6B0C,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6B0C,ELECTRON MICROSCOPY,3.51,3.51,,,,,16438
rcsb::6BR1,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6BR1,X-RAY DIFFRACTION,2.304,,31.541,FULL,0.2356,0.1945,18160
rcsb::6U0H,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6U0H,ELECTRON MICROSCOPY,4.3,4.3,,,,,6769
rcsb::6BRF,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6BRF,X-RAY DIFFRACTION,2.5,,36.762,FULL,0.2376,0.1882,17949
rcsb::6BRY,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6BRY,X-RAY DIFFRACTION,2.7,,41.564,FULL,0.2399,0.1934,17748
rcsb::6BS2,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6BS2,X-RAY DIFFRACTION,2.65,,41.431,FULL,0.2353,0.1821,17619
rcsb::6I5C,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6I5C,X-RAY DIFFRACTION,2.95,,75.825,,0.2197,,17896
rcsb::7E4Q,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7E4Q,X-RAY DIFFRACTION,2.501,,50.83,FULL,0.255,0.2131,17931
rcsb::7M20,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7M20,ELECTRON MICROSCOPY,3.84,3.84,,,,,60705
rcsb::7E4R,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7E4R,X-RAY DIFFRACTION,2.597,,43.382,FULL,0.2708,0.2291,17814
rcsb::7E4Y,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7E4Y,X-RAY DIFFRACTION,2.708,,55.629,FULL,0.2426,0.1988,17649
rcsb::7PJF,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7PJF,X-RAY DIFFRACTION,1.862,,29.219,FULL,0.2172,0.1822,8262
rcsb::7EN3,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EN3,X-RAY DIFFRACTION,2.643,,40.599,,0.2271,,17798
rcsb::7QUC,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QUC,ELECTRON MICROSCOPY,3.2,3.2,,,,,6680
rcsb::7QJD,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJD,ELECTRON MICROSCOPY,7.1,7.1,,,,,124666
rcsb::7QUD,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QUD,ELECTRON MICROSCOPY,3.47,3.47,,,,,6696
rcsb::7PJE,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7PJE,X-RAY DIFFRACTION,1.75,,30.478,FULL,0.2153,0.1832,16359
rcsb::7SJ8,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7SJ8,ELECTRON MICROSCOPY,3.6,3.6,,,,,41056
rcsb::7SJ9,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7SJ9,ELECTRON MICROSCOPY,3.8,3.8,,,,,43240
rcsb::7TNT,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7TNT,ELECTRON MICROSCOPY,9.3,9.3,,,,,119808
rcsb::7YLW,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YLW,ELECTRON MICROSCOPY,3.39,3.39,,,,,70338
rcsb::8VT7,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8VT7,ELECTRON MICROSCOPY,2.66,2.66,,,,,13590
rcsb::8CLG,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8CLG,X-RAY DIFFRACTION,2.8,,61.168,,0.2436,,18083
rcsb::9F3R,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F3R,ELECTRON MICROSCOPY,4.3,4.3,,,,,43264
rcsb::9F6T,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F6T,ELECTRON MICROSCOPY,3.5,3.5,,,,,6574
rcsb::9F6U,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F6U,ELECTRON MICROSCOPY,3.6,3.6,,,,,6570
rcsb::7YZ6,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YZ6,X-RAY DIFFRACTION,2.1,,33.306,FULL,0.2193,0.1688,8646
rcsb::9F6V,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F6V,ELECTRON MICROSCOPY,3.5,3.5,,,,,6610
rcsb::9MLF,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9MLF,X-RAY DIFFRACTION,2.4,,37.242,FULL,0.2321,0.1978,14678
rcsb::9U6D,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9U6D,X-RAY DIFFRACTION,2.54,,39.923,FULL,0.2384,0.2088,17679
rcsb::2L3L,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2L3L,SOLUTION NMR,,,,,,,926
rcsb::4B5P,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4B5P,X-RAY DIFFRACTION,1.6,,25.104,FULL,0.2208,0.183,3520
rcsb::6LS4,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6LS4,X-RAY DIFFRACTION,2.4,,58.249,FULL,0.2401,0.2214,14402
rcsb::6S8K,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6S8K,X-RAY DIFFRACTION,1.52,,23.203,FULL,0.2028,0.1776,9012
rcsb::5CYA,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5CYA,X-RAY DIFFRACTION,2.0,,33.586,,0.2383,0.203,2744
rcsb::6S8L,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6S8L,X-RAY DIFFRACTION,1.801,,15.989,FULL,0.2682,0.2178,8691
rcsb::6V6C,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6V6C,ELECTRON MICROSCOPY,4.5,4.5,,,,,4007
rcsb::5GON,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5GON,X-RAY DIFFRACTION,2.48,,36.419,FULL,0.2564,0.2051,17847
rcsb::5VJC,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5VJC,X-RAY DIFFRACTION,2.0,,31.084,FULL,0.2199,0.1904,4386
rcsb::7EVG,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVG,X-RAY DIFFRACTION,2.48,,45.003,FULL,0.2572,0.2114,3416
rcsb::7QJ5,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ5,ELECTRON MICROSCOPY,8.7,8.7,,,,,126600
rcsb::7NVN,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7NVN,ELECTRON MICROSCOPY,3.0,3.0,,,,,69139
rcsb::7YZ2,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YZ2,X-RAY DIFFRACTION,2.2,,36.833,FULL,0.3332,0.2851,8210
rcsb::7YZ5,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YZ5,X-RAY DIFFRACTION,2.11,,34.582,FULL,0.2307,0.1736,8198
rcsb::7YYY,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YYY,X-RAY DIFFRACTION,2.2,,33.153,,0.3924,,8217
rcsb::7YYZ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YYZ,X-RAY DIFFRACTION,2.2,,30.588,,0.3959,,8228
rcsb::7YZ0,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YZ0,X-RAY DIFFRACTION,2.2,,28.062,FULL,0.3627,0.3046,8262
rcsb::7YZ1,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7YZ1,X-RAY DIFFRACTION,2.2,,26.423,FULL,0.3514,0.3019,8274
rcsb::8VRD,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8VRD,ELECTRON MICROSCOPY,7.0,7.0,,,,,67053
rcsb::8VRJ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8VRJ,ELECTRON MICROSCOPY,7.7,7.7,,,,,121890
rcsb::9C6S,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9C6S,ELECTRON MICROSCOPY,3.52,3.52,,,,,61137
rcsb::9EOK,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9EOK,ELECTRON MICROSCOPY,23.0,23.0,,,,,143457
rcsb::9I8N,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9I8N,ELECTRON MICROSCOPY,4.6,4.6,,,,,129788
rcsb::9G3Z,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9G3Z,ELECTRON MICROSCOPY,4.3,4.3,,,,,78332
rcsb::9IXB,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9IXB,X-RAY DIFFRACTION,3.48,,91.241,FULL,0.2657,0.2215,15844
rcsb::9M1I,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9M1I,ELECTRON MICROSCOPY,2.48,2.48,,,,,13518
rcsb::9M1J,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9M1J,ELECTRON MICROSCOPY,2.14,2.14,,,,,16686
rcsb::1T0Y,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,1T0Y,SOLUTION NMR,,,,,,,694
rcsb::2XSM,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2XSM,X-RAY DIFFRACTION,5.5,,257.792,,,,6438
rcsb::9YMG,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9YMG,X-RAY DIFFRACTION,2.406,,48.822,FULL,0.2379,0.1926,21620
rcsb::3J2U,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3J2U,ELECTRON MICROSCOPY,10.8,10.8,,,,,15575
rcsb::4ICU,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4ICU,X-RAY DIFFRACTION,2.4,,38.808,,0.26349,0.20698,2838
rcsb::4LNU,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4LNU,X-RAY DIFFRACTION,2.19,,38.208,FULL,0.2012,0.1652,11209
rcsb::4CQI,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4CQI,X-RAY DIFFRACTION,1.9,,21.998,FULL,0.2253,0.1908,956
rcsb::4ICV,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4ICV,X-RAY DIFFRACTION,1.45,,17.506,FULL,0.2061,0.2011,892
rcsb::8ASN,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8ASN,X-RAY DIFFRACTION,2.571,,55.912,FULL,0.2625,0.2325,26206
rcsb::7C1M,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7C1M,SOLUTION NMR,,,,,,,600
rcsb::8WMO,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8WMO,X-RAY DIFFRACTION,2.89,,71.887,FULL,0.2662,0.2237,16707
rcsb::9F3H,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F3H,ELECTRON MICROSCOPY,4.3,4.3,,,,,41100
rcsb::5FNV,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5FNV,X-RAY DIFFRACTION,2.61,,65.854,FULL,0.227,0.1935,17276
rcsb::9F8G,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F8G,X-RAY DIFFRACTION,2.2,,31.407,FULL,0.2231,0.1901,8502
rcsb::5NJH,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5NJH,X-RAY DIFFRACTION,2.394,,50.875,FULL,0.2385,0.2196,17810
rcsb::9G3X,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9G3X,ELECTRON MICROSCOPY,4.5,4.5,,,,,22320
rcsb::7QWS,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QWS,ELECTRON MICROSCOPY,3.4,3.4,,,,,137913
rcsb::8QV3,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8QV3,ELECTRON MICROSCOPY,8.2,8.2,,,,,33813
rcsb::1WHG,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,1WHG,SOLUTION NMR,,,,,,,843
rcsb::2YUH,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,2YUH,SOLUTION NMR,,,,,,,1402
rcsb::1TVK,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,1TVK,ELECTRON CRYSTALLOGRAPHY,2.89,2.89,49.834,FULL,0.3029,0.3139,6672
rcsb::1JFF,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,1JFF,ELECTRON CRYSTALLOGRAPHY,3.5,,,,0.2966,,6702
rcsb::6J4P,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J4P,X-RAY DIFFRACTION,1.599,,11.848,FULL,0.1892,0.1652,2891
rcsb::6J4Q,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J4Q,X-RAY DIFFRACTION,2.7,,40.407,FULL,0.2462,0.1828,9379
rcsb::6J4S,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J4S,X-RAY DIFFRACTION,2.8,,38.544,FULL,0.229,0.1713,2400
rcsb::6J4U,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J4U,X-RAY DIFFRACTION,1.998,,39.485,FULL,0.2036,0.1705,2489
rcsb::6V69,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6V69,ELECTRON MICROSCOPY,4.2,4.2,,,,,8353
rcsb::5JQG,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5JQG,X-RAY DIFFRACTION,2.24,,39.184,FULL,0.2182,0.1895,17646
rcsb::6J4O,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J4O,X-RAY DIFFRACTION,2.3,,27.953,FULL,0.2221,0.1816,2583
rcsb::6BBN,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6BBN,X-RAY DIFFRACTION,3.514,,117.006,FULL,0.2881,0.2434,17794
rcsb::6V6B,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6V6B,ELECTRON MICROSCOPY,3.8,3.8,,,,,9115
rcsb::7QJC,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJC,ELECTRON MICROSCOPY,16.1,16.1,,,,,125323
rcsb::7Z2B,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7Z2B,ELECTRON MICROSCOPY,3.3,3.3,,,,,9124
rcsb::6J4V,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J4V,X-RAY DIFFRACTION,2.1,,33.939,FULL,0.2012,0.1695,2621
rcsb::7Z2C,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7Z2C,ELECTRON MICROSCOPY,4.1,4.1,,,,,9483
rcsb::8OU0,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8OU0,ELECTRON MICROSCOPY,3.5,3.5,,,,,8139
rcsb::9I8M,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9I8M,ELECTRON MICROSCOPY,4.3,4.3,,,,,37358
rcsb::9G3Y,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9G3Y,ELECTRON MICROSCOPY,6.8,6.8,,,,,82406
rcsb::9M1K,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9M1K,ELECTRON MICROSCOPY,2.45,2.45,,,,,14281
rcsb::5NM5,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5NM5,X-RAY DIFFRACTION,2.05,,55.717,FULL,0.2588,0.2079,7934
rcsb::6J8F,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6J8F,X-RAY DIFFRACTION,2.283,,41.231,FULL,0.2351,0.2108,2185
rcsb::7X4N,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7X4N,X-RAY DIFFRACTION,2.88,,43.545,FULL,0.2989,0.212,10394
rcsb::7TR3,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7TR3,ELECTRON MICROSCOPY,3.9,3.9,,,,,10222
rcsb::7Z2A,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7Z2A,ELECTRON MICROSCOPY,4.3,4.3,,,,,9479
rcsb::4FFB,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4FFB,X-RAY DIFFRACTION,2.882,,46.739,FULL,0.2702,0.2116,8535
rcsb::9F3S,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9F3S,ELECTRON MICROSCOPY,4.2,4.2,,,,,43258
rcsb::4U9Z,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4U9Z,X-RAY DIFFRACTION,1.802,,20.395,FULL,0.2582,0.2175,1666
rcsb::4U9Y,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4U9Y,X-RAY DIFFRACTION,2.201,,22.419,,0.2257,,1674
rcsb::9G40,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9G40,ELECTRON MICROSCOPY,4.3,4.3,,,,,12443
rcsb::5XLZ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5XLZ,X-RAY DIFFRACTION,2.298,,32.252,FULL,0.2488,0.2225,18379
rcsb::9M1L,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9M1L,ELECTRON MICROSCOPY,2.55,2.55,,,,,21090
rcsb::1V6E,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,1V6E,SOLUTION NMR,,,,,,,710
rcsb::3J6P,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3J6P,ELECTRON MICROSCOPY,8.2,8.2,,,,,7563
rcsb::1WJN,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,1WJN,SOLUTION NMR,,,,,,,747
rcsb::5ITZ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5ITZ,X-RAY DIFFRACTION,2.2,,34.491,FULL,0.2174,0.1806,8279
rcsb::7EVH,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVH,X-RAY DIFFRACTION,2.5,,37.557,FULL,0.2456,0.1999,3407
rcsb::7F1B,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7F1B,X-RAY DIFFRACTION,2.4,,51.658,FULL,0.2585,0.2095,3333
rcsb::5EIB,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5EIB,X-RAY DIFFRACTION,2.1,,25.385,FULL,0.2223,0.1779,8684
rcsb::7QJ2,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ2,ELECTRON MICROSCOPY,8.6,8.6,,,,,69095
rcsb::7QJE,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJE,ELECTRON MICROSCOPY,7.8,7.8,,,,,31312
rcsb::7QJ3,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ3,ELECTRON MICROSCOPY,7.6,7.6,,,,,69053
rcsb::7QJ4,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ4,ELECTRON MICROSCOPY,9.0,9.0,,,,,87259
rcsb::8AHM,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8AHM,X-RAY DIFFRACTION,2.42,,53.974,FULL,0.2404,0.1994,17626
rcsb::8CLH,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8CLH,X-RAY DIFFRACTION,2.5,,-7.489,FULL,0.2406,0.187,17922
rcsb::5O7A,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,5O7A,X-RAY DIFFRACTION,2.495,,58.132,FULL,0.2559,0.2051,16982
rcsb::8VRK,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8VRK,ELECTRON MICROSCOPY,8.5,8.5,,,,,121890
rcsb::7QJ0,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ0,ELECTRON MICROSCOPY,5.32,5.32,,,,,50927
rcsb::8WMU,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,8WMU,X-RAY DIFFRACTION,2.7,,39.91,FULL,0.2453,0.1973,17170
rcsb::9M1M,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9M1M,ELECTRON MICROSCOPY,2.21,2.21,,,,,22547
rcsb::9DXE,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9DXE,ELECTRON MICROSCOPY,3.3,3.3,,,,,13502
rcsb::9M1N,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9M1N,ELECTRON MICROSCOPY,2.24,2.24,,,,,19585
rcsb::9QVN,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9QVN,ELECTRON MICROSCOPY,4.7,4.7,,,,,87756
rcsb::7EVK,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVK,X-RAY DIFFRACTION,1.75,,21.029,,0.1769,,3905
rcsb::7EVE,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVE,X-RAY DIFFRACTION,2.0,,20.697,FULL,0.253,0.2117,3537
rcsb::9H9Q,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9H9Q,ELECTRON MICROSCOPY,3.6,3.6,,,,,36618
rcsb::7QUQ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QUQ,ELECTRON MICROSCOPY,2.6,2.6,,,,,19095
rcsb::7EVB,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVB,X-RAY DIFFRACTION,1.62,,17.199,FULL,0.1774,0.1531,3934
rcsb::4HNA,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,4HNA,X-RAY DIFFRACTION,3.19,,62.547,FULL,0.2233,0.1998,10607
rcsb::7EVD,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVD,X-RAY DIFFRACTION,1.45,,14.852,FULL,0.1762,0.152,3964
rcsb::7EVI,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVI,X-RAY DIFFRACTION,1.55,,14.1,,0.1714,,3989
rcsb::3QNZ,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3QNZ,X-RAY DIFFRACTION,2.2,,31.153,,0.2002,,3330
rcsb::7QJ9,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJ9,ELECTRON MICROSCOPY,8.1,8.1,,,,,91535
rcsb::3VWE,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,3VWE,X-RAY DIFFRACTION,1.956,,24.113,FULL,0.2261,0.1819,1636
rcsb::6MZE,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6MZE,X-RAY DIFFRACTION,3.6,,81.365,FULL,0.2456,0.2047,77878
rcsb::6MZF,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6MZF,X-RAY DIFFRACTION,4.4,,82.656,FULL,0.2681,0.2398,78030
rcsb::6MZG,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6MZG,X-RAY DIFFRACTION,3.208,,46.602,FULL,0.2367,0.178,36853
rcsb::7QJA,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJA,ELECTRON MICROSCOPY,9.2,9.2,,,,,109569
rcsb::7QJB,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7QJB,ELECTRON MICROSCOPY,9.2,9.2,,,,,108374
rcsb::9QVM,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9QVM,ELECTRON MICROSCOPY,6.8,6.8,,,,,88888
rcsb::9DXC,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,9DXC,ELECTRON MICROSCOPY,3.1,3.1,,,,,13502
rcsb::7EVC,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7EVC,X-RAY DIFFRACTION,1.25,,9.96,FULL,0.1871,0.1716,3994
rcsb::7F1A,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,7F1A,X-RAY DIFFRACTION,1.9,,32.782,FULL,0.2199,0.1804,3655
rcsb::6H9B,data\raw\public_api\20260425T115542Z\rcsb_tubulin_core_entries.json,6H9B,X-RAY DIFFRACTION,2.75,,80.739,FULL,0.2359,0.1897,15108
